task_id,run,v12_tier,v13_tier,blocking,notes,pin_candidates,pin_review,v12_lints,empty_run,solve_record,expectation_source,n_assertions
task_001847_2a65645a,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L14 | L3,ok,never_attempted,rollout_material,5
task_001855_bfb918d6,run600,REPAIR,SEED,,expectation_movable,/home/user/raw_data.bin,,L7,ok,never_attempted,rollout_material,13
task_001894_cdb2f937,run600,REPAIR,FLAGGED,value_derivable,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,9
task_001909_c566c4ed,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,3
task_001935_550ff694,run600,REVIEW,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,6
task_001966_b4afc42f,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,9
task_002042_a8f9688e,run600,REVIEW,SEED,,expectation_movable,/app/artifact_raw.wav,,,ok,never_attempted,rollout_material,5
task_002119_e871c336,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L4,ok,solved,rollout_material,4
task_002187_0391608d,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,3
task_002220_5ff0a0d8,run600,REVIEW,UNSURE,,expectation_movable,/home/user/access_logs.db,,L7,ok,never_attempted,rollout_material,4
task_002223_e0a30625,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,solved,rollout_material,6
task_002224_352f4b22,run600,REVIEW,UNSURE,,,,,,ok,never_attempted,hardcoded_literal,7
task_002285_8832c858,run600,REPAIR,SEED,,core_clause_unenforced,,,L11,ok,never_attempted,hardcoded_literal,4
task_002349_eede212a,run600,REPAIR,SEED,,expectation_movable,/home/user/perf_logs.csv,,L7,ok,never_attempted,rollout_material,6
task_002378_139ea7d2,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,6
task_002392_c7a06198,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed | value_derivable,,,,L3,ok,never_attempted,rollout_material,4
task_002408_f3ad7d68,run600,REVIEW,SEED,,expectation_movable | core_clause_unenforced,/home/user/server_logs.csv,,L15,ok,never_attempted,rollout_material,6
task_002412_6057c77f,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,6
task_002420_5800a55a,run600,PASS,SEED,,,,,,ok,never_attempted,test_only,6
task_002436_00fb49b2,run600,REPAIR,FLAGGED,value_derivable,,,,L3,ok,never_attempted,hardcoded_literal,9
task_002446_bf4c3680,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,9
task_002466_0552bfa5,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,4
task_002488_cad7a82a,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,5
task_002493_1814cebd,run600,REJECT-PROVEN,FLAGGED,value_derivable,expectation_movable,/home/user/chat_stream.jsonl,,,ok,never_attempted,rollout_material,6
task_002506_40e40061,run600,REVIEW,SEED,,expectation_movable | core_clause_unenforced,/home/user/service_config.txt,,,ok,never_attempted,rollout_material,5
task_002507_30102bd4,run600,REPAIR,SEED,,expectation_movable | core_clause_unenforced,/home/user/data_volume,,L13,ok,never_attempted,rollout_material,9
task_002523_9cd07c05,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,6
task_002533_b00df75a,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,core_clause_unenforced,,,,ok,never_attempted,rollout_material,5
task_002555_33e8e5b7,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,5
task_002562_0b8c0409,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L11 | L3,ok,never_attempted,rollout_material,5
task_002720_29a52b70,run600,PASS,SEED,,,,,L15,ok,solved,hardcoded_literal,4
task_002776_52d84968,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,core_clause_unenforced,,,L3,ok,never_attempted,rollout_material,5
task_002887_0332588a,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,3
task_002906_64dd9031,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,8
task_002918_3e5568e4,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,solved,rollout_material,4
task_002974_c4c1008a,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,7
task_003033_f6c0c4cb,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L14 | L3,ok,solved,rollout_material,4
task_003085_1a0362f4,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,5
task_003090_073c9355,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,core_clause_unenforced,,,L3,ok,never_attempted,rollout_material,5
task_003126_38faf196,run600,REPAIR,SEED,,expectation_movable | core_clause_unenforced,/home/user/signal.txt,,,ok,never_attempted,rollout_material,3
task_003204_699866e1,run600,REPAIR,UNSURE,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,10
task_003207_4cab79ae,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,test_only,3
task_003228_e90de514,run600,REVIEW,SEED,,,,,L11,ok,never_attempted,hardcoded_literal,8
task_003232_8eda3668,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,4
task_003276_93126d88,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,11
task_003280_ccd04de0,run600,REJECT-PROVEN,FLAGGED,value_derivable,core_clause_unenforced,,,L13,ok,never_attempted,hardcoded_literal,7
task_003294_f438d955,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,8
task_003334_ffc4e355,run600,REPAIR,SEED,,expectation_movable,/home/user/locales_wide.csv,,L7,ok,never_attempted,rollout_material,19
task_003343_affc5f4a,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,4
task_003527_074eacd5,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,5
task_003581_b898080c,run600,REPAIR,FLAGGED,overspecific_check,core_clause_unenforced,,,L11,ok,never_attempted,hardcoded_literal,7
task_003632_134e8b65,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,4
task_003647_d7d08094,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,7
task_003656_dbb80065,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed | value_derivable,,,,L3,ok,never_attempted,rollout_material,5
task_003720_a81876de,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,8
task_003739_81e3140d,run600,PASS,SEED,,,,,L15,ok,never_attempted,test_only,10
task_003759_74019aa4,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L14 | L15,ok,never_attempted,rollout_material,4
task_003777_18839590,run600,REPAIR,SEED,,weak_verifier_exploit,,,L14,ok,never_attempted,hardcoded_literal,7
task_003789_d84e56c9,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,5
task_003797_09bd372a,run600,REPAIR,SEED,,expectation_movable,/home/user/graph_db/edges.csv,,L14,ok,never_attempted,rollout_material,9
task_003806_e0a15150,run600,REPAIR,FLAGGED,expectation_revealed,,,,,ok,never_attempted,rollout_material,6
task_003855_b641b2c8,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,12
task_003899_3e4bce86,run600,PASS,SEED,,,,,,ok,never_attempted,test_only,6
task_003904_132e149d,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,3
task_003945_a35a0473,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,7
task_003946_cb7e9725,run600,REJECT-PROVEN,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,6
task_003971_8f8b3b8c,run600,REPAIR,SEED,,expectation_movable,/home/user/data/signal.h5,,L7,ok,never_attempted,rollout_material,10
task_004010_08097313,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,6
task_004012_3b73fde6,run600,PASS,SEED,,,,,,ok,never_attempted,test_only,10
task_004023_975dd0db,run600,REPAIR,FLAGGED,expectation_revealed | value_derivable,,,,,ok,never_attempted,rollout_material,12
task_004031_32a489fa,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,never_attempted,rollout_material,9
task_004046_c60f9ea5,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,14
task_004061_00a8d006,run600,REVIEW,FLAGGED,expectation_revealed,,,,,ok,never_attempted,rollout_material,9
task_004072_aeabd216,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,10
task_004174_33d6e62f,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,9
task_004245_279ad801,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,never_attempted,rollout_material,5
task_004277_511121b0,run600,REPAIR,FLAGGED,oracle_reachable,,,,,ok,never_attempted,test_only,7
task_004294_0a6599df,run600,PASS,SEED,,,,,,ok,never_attempted,test_only,6
task_004359_6fe9df65,run600,REPAIR,SEED,,expectation_movable,/tmp/hidden_test.jsonl,,,ok,never_attempted,rollout_material,14
task_004385_22bc02f2,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,4
task_004391_ef299335,run600,REPAIR,SEED,,weak_verifier_exploit,,,,ok,never_attempted,shape_only,3
task_004420_ce2bb4a2,run600,REJECT-PROVEN,FLAGGED,expectation_revealed | value_derivable,,,,L3 | L7,ok,never_attempted,rollout_material,10
task_004465_bc443ae5,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,never_attempted,rollout_material,3
task_004474_85f0dd0d,run600,REPAIR,FLAGGED,value_derivable,expectation_movable,/app/corpora/evil | /app/corpora/clean,,L7,ok,never_attempted,rollout_material,9
task_004481_450cca8e,run600,PASS,SEED,,,,,L9,ok,never_attempted,hardcoded_literal,4
task_004564_57be5bca,run600,REJECT-PROVEN,FLAGGED,expectation_revealed,core_clause_unenforced,,,L3 | L7,ok,never_attempted,rollout_material,5
task_004602_cc8f00c8,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,6
task_004744_4a70d389,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,never_attempted,rollout_material,8
task_004773_d500c3c4,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,6
task_004843_a9d25880,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,7
task_004863_67089cd4,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,,ok,solved,rollout_material,2
task_004886_10504160,run600,REPAIR,FLAGGED,expectation_revealed | value_derivable | unstable_reward,,,,L3,free_reward,never_attempted,rollout_material,4
task_004896_cec84a8c,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,7
task_004917_0f6cfa70,run600,REPAIR,SEED,,expectation_movable,/home/user/logs/auth.jsonl | /home/user/logs/api.csv | /home/user/logs/db.log,,,ok,never_attempted,rollout_material,4
task_004961_88df19d1,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,8
task_005042_071a51df,run600,PASS,SEED,,,,,L11,ok,solved,test_only,4
task_005078_df66e37d,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,6
task_005084_af94922a,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,10
task_005112_a15181e9,run600,REPAIR,UNSURE,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,19
task_005125_ab8d11f3,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,4
task_005249_f1dd665d,run600,REPAIR,SEED,,expectation_movable,/home/user/dataset.csv,,,ok,never_attempted,rollout_material,7
task_005264_3cd0d339,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,8
task_005279_8bcea342,run600,REJECT-PROVEN,UNSURE,oracle_reachable | expectation_revealed,,,,L3,ok,never_attempted,rollout_material,9
task_005327_eef03982,run600,REPAIR,SEED,,expectation_movable,/home/user/api_response.json,,,ok,never_attempted,rollout_material,6
task_005380_f0733200,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,7
task_005402_739289ed,run600,PASS,SEED,,,,,L11,ok,never_attempted,hardcoded_literal,7
task_005435_15c19859,run600,REPAIR,FLAGGED,oracle_reachable | expectation_revealed,,,,L3,ok,never_attempted,rollout_material,4
task_005501_6fa829d1,run600,REPAIR,FLAGGED,value_derivable | overspecific_check,,,,,ok,never_attempted,hardcoded_literal,8
task_005548_93090bcc,run600,REPAIR,SEED,,core_clause_unenforced,,,L11,ok,never_attempted,test_only,12
task_005585_697e2ecc,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,9
task_005680_ab6232e8,run600,REPAIR,SEED,,expectation_movable | core_clause_unenforced,/home/user/source_data,,,ok,never_attempted,rollout_material,13
task_005742_4e0ba8d1,run600,REVIEW,SEED,,,,,,ok,never_attempted,hardcoded_literal,5
task_005778_c54a55da,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,11
task_005807_41b83867,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,4
task_005844_b301e223,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,10
task_005866_ea10a0d7,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,10
task_005909_4d8203db,run600,REPAIR,FLAGGED,overspecific_check,,,,L14,ok,never_attempted,hardcoded_literal,15
task_005916_27c4458f,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,7
task_005972_3425b2a9,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,18
task_006081_dfe5192a,run600,PASS,SEED,,,,,L11,ok,never_attempted,hardcoded_literal,4
task_006210_e9532fdc,run600,REPAIR,FLAGGED,value_derivable,,,,L15,ok,never_attempted,hardcoded_literal,5
task_006224_79d7a6a5,run600,REPAIR,SEED,,expectation_movable,/home/user/spectroscopy_data.csv,,,ok,solved,rollout_material,7
task_006308_d9508e6b,run600,REPAIR,FLAGGED,overspecific_check,,,,L11,ok,never_attempted,hardcoded_literal,5
task_006370_24b20c85,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,13
task_006489_8faf7389,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,7
task_006569_32beb2fd,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,4
task_006688_a15dea16,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,test_only,12
task_006856_a420cedd,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,8
task_006885_3800a9bf,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,4
task_007030_d64c5046,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,7
task_007032_d362e926,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,6
task_007088_00ca8c40,run600,REVIEW,SEED,,expectation_movable,/home/user/app_data/node1,,L13,ok,never_attempted,rollout_material,11
task_007102_d981ab89,run600,REPAIR,FLAGGED,overspecific_check,core_clause_unenforced,,,,ok,never_attempted,test_only,9
task_007122_d2ab6c50,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,3
task_007136_b72326f7,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,9
task_007181_f3fdfca7,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,2
task_007213_3d102c5b,run600,PASS,SEED,,,,,L15,ok,never_attempted,hardcoded_literal,7
task_007231_e025e3a6,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,14
task_007242_5ddef570,run600,REPAIR,FLAGGED,overspecific_check,,,,L15 | L7,ok,never_attempted,hardcoded_literal,2
task_007446_3dcb34fb,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,solved,hardcoded_literal,16
task_007774_78a9589f,run600,REPAIR,SEED,,core_clause_unenforced,,,L11 | L13,ok,never_attempted,hardcoded_literal,8
task_007777_43e467ff,run600,PASS,SEED,,,,,,ok,never_attempted,test_only,8
task_007797_769d1c84,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,9
task_007847_8420fed2,run600,REPAIR,SEED,,expectation_movable,/home/user/project/raw_features.csv,,,ok,never_attempted,rollout_material,13
task_007907_0293649a,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,6
task_007950_6dba22a9,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,7
task_008056_73776e23,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,6
task_008081_5855211a,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,4
task_008127_657be1f9,run600,REJECT-PROVEN,FLAGGED,value_derivable,,,,,ok,never_attempted,hardcoded_literal,4
task_008246_1c7a68df,run600,REVIEW,SEED,,expectation_movable | core_clause_unenforced,/home/user/times.txt,,,ok,never_attempted,rollout_material,7
task_008303_988ee7d3,run600,PASS,SEED,,,,,L9,ok,never_attempted,hardcoded_literal,4
task_008379_9f0b3392,run600,PASS,SEED,,,,,L9,ok,never_attempted,hardcoded_literal,8
task_008423_e40cf17f,run600,PASS,SEED,,,,,L9,ok,never_attempted,test_only,8
task_008452_2f7dd135,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,6
task_008469_eaf5618e,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,9
task_008528_d0c1b508,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,13
task_008531_d22ebcf4,run600,REPAIR,SEED,,core_clause_unenforced,,,L11,ok,never_attempted,hardcoded_literal,8
task_008583_788d0622,run600,PASS,SEED,,,,,L2,ok,never_attempted,hardcoded_literal,9
task_008633_a476735e,run600,REPAIR,SEED,,expectation_movable,/home/user/nodes.tsv | /home/user/edges.tsv,,,ok,never_attempted,rollout_material,2
task_008680_465d3251,run600,REJECT-PROVEN,FLAGGED,overspecific_check,core_clause_unenforced,,,L15,ok,never_attempted,hardcoded_literal,4
task_008687_9f5b5da3,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,3
task_008749_30b9f9d6,run600,REPAIR,FLAGGED,value_derivable,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,12
task_008765_8cbd8eda,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,2
task_008768_943d87e0,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,never_attempted,hardcoded_literal,5
task_008799_f9d60ee9,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,8
task_008811_3e86bbc3,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,12
task_009107_188c740b,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,3
task_009195_41e66dca,run600,REPAIR,FLAGGED,value_derivable,core_clause_unenforced,,,L3,ok,never_attempted,hardcoded_literal,6
task_009251_e6b02c75,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,5
task_009307_974e369f,run600,PASS,SEED,,,,,L15,ok,never_attempted,hardcoded_literal,6
task_009394_d2232ffb,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,3
task_009407_4bf4231f,run600,REPAIR,FLAGGED,overspecific_check,,,,,ok,solved,hardcoded_literal,9
task_009549_16b74a4d,run600,REPAIR,SEED,,expectation_movable,/home/user/sensor_data.csv,,,ok,never_attempted,rollout_material,2
task_009683_c219e942,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,6
task_009719_f76db0bf,run600,PASS,SEED,,,,,,ok,never_attempted,hardcoded_literal,4
task_009745_64b4d06b,run600,REPAIR,SEED,,expectation_movable,/home/user/transactions/batch_1.csv | /home/user/transactions,"/home/user/transactions is a directory above another pin: pin the files, not the directory",,ok,never_attempted,rollout_material,2
task_009789_17749e90,run600,REPAIR,SEED,,core_clause_unenforced,,,,ok,never_attempted,hardcoded_literal,3
task_009948_c66ef8d7,run600,PASS,SEED,,,,,,ok,solved,hardcoded_literal,7
